-7.060467792739541, -7.049158488536214, 18.9557407459111
-7.120493863571394, -7.123941638916824, 18.99742427312649
-7.116452508434929, -7.118504304832468, 18.99521282575851
-7.313597491613697, -7.264587707114749, 19.281512823617255
-7.122887385340472, -7.124558379762043, 19.002644938230265
-7.135711440066597, -7.141698444906533, 19.009844798547682
-7.122139782879934, -7.122500684161619, 19.003815081358255
-7.126150881450038, -7.124668666208784, 19.01085752857931
-7.117051355607368, -7.121138436055094, 18.99279309631236
-7.111121558578563, -7.115176449147445, 18.98651962076514
-7.12021884948577, -7.121591680196914, 19.000247715791144
-7.11700139354935, -7.115677046668273, 19.000869100447666
-7.116809341911627, -7.117308713585547, 18.99792532850908
-7.149490110976331, -7.196919447341745, 18.962262374781968
-7.115276002076051, -7.113832633460859, 18.999209319454767
-7.115130232033812, -7.113581525813967, 18.999212207771052
-6.999712113334575, -6.958583737753678, 18.936329381285947
-7.119674771293929, -7.121782866187666, 18.99856333804114
-7.115935227090454, -7.117020768709502, 18.996113118723255
-7.11815757614661, -7.116110555312915, 19.003186311298872
-7.116671757135172, -7.117644757366103, 18.9970672209036
-7.118701343506358, -7.119778539670334, 18.999074068775307
-7.119075536841997, -7.119413068985252, 19.000583835612794
-7.179001276566055, -6.403910507789911, 20.173836611336082
-7.304696524622863, -7.183214802765125, 19.378282016089294
-7.112957214625526, -7.11511736828477, 18.991324312322053
-7.118121404727931, -7.122987958587404, 18.99276275376831
-7.1167560272177575, -7.11589050753057, 18.999918557053743
-7.111436921251856, -7.113192049623071, 18.990312695439
-7.0222774908924945, -6.976720939331397, 18.966840261599224
-7.114576964335885, -7.114122909625616, 18.99697843190978
-7.111582083142065, -7.115969790952928, 18.98651019391773
-7.1189252064710855, -7.120922105524747, 18.99793125862238
-7.104963930739621, -7.060308550121152, 19.05300860974396
-7.378056524947574, -7.293662318428675, 19.40219230693482
-7.1073353822338925, -7.098492727739241, 19.001864617426172
-7.392295424297453, -7.299644791408496, 19.429421849821367
-7.120473293876361, -7.1162543338862605, 19.008914156116607
-7.118002821072391, -7.115686408306127, 19.003425896619845
-7.116652556576594, -7.11797141827768, 18.99652718878007
-7.1191672410635025, -7.120283631082429, 18.999511833670958
-7.119516483742021, -7.119249760009277, 19.001961258653505
-7.118768090718816, -7.1177913223485, 19.002229864585914
-7.119614518205532, -7.119613006186645, 19.001667486893655
-7.118826958797998, -7.11784457940827, 19.002301027474882
-7.117886831099531, -7.116861529610222, 19.0013635813896
-7.117398310014612, -7.11670168775741, 19.000349367845015
-7.117459556015938, -7.116910099410698, 19.00019362024635
-7.13230196400093, -7.146964861275575, 18.99317440428819
-7.10822392675289, -7.0875869156400455, 19.020506046525227
-7.132421168345828, -7.1269338457824, 19.023548314354276
-7.113274962801659, -7.108253078558724, 19.00245158259413
-7.120292273461305, -7.120428237403478, 19.002183458256187
-7.102295406270226, -7.099350631199799, 18.987638477160647
-7.122997640825816, -7.124280233608769, 19.00334570577013
